Ranking,City,Country,Region,NumberOfReportsMade,ReportsScore,MostRecentYearReported,MostRecentReportingScore,UsesGcpProtocolScore,NumberOfGhgReported,GhgScore,Transparency,TotalEmissions,TotalEmissionScore,PerCapitaEmissions,PerCapitaEmissionsScore,Population,Trajectory,TrajectoryScore,Emissions,Overall
1080,Louisville,United States of America,North America,1,0,2016,3,5,7,5,65,16000537,0,20.90611509,0,765352,Decreased,,0,32.5
1080,Taichung,Taiwan/ Greater China,East Asia,1,0,2018,3,5,7,5,65,62173728,0,22.07155127,0,2816917,Increased,,0,32.5
1080,Indianapolis,United States of America,North America,1,0,2016,3,5,6,5,65,18687167,0,21.41353875,0,872680,Decreased,,0,32.5
1080,St Louis,United States of America,North America,1,0,2018,3,5,5,5,65,7203267,0,23.78587562,0,302838,Decreased,,0,32.5
1080,Columbus,United States of America,North America,1,0,2019,5,5,3,3,65,10848255,0,11.76315815,0,922223,Decreased,,0,32.5
1080,Charlotte,United States of America,North America,1,0,2019,5,5,3,3,65,10437984,0,11.78490428,0,885708,Increased,,0,32.5
1080,Calgary,Canada,North America,1,0,2019,5,5,3,3,65,18042522,0,14.03310853,0,1285711,Increased,,0,32.5
1080,Houston,United States of America,North America,1,0,2019,5,5,3,3,65,33414017,0,14.25898953,0,2343365,Decreased,,0,32.5
1080,Edmonton,Canada,North America,1,0,2019,5,5,3,3,65,15936756,0,16.39207877,0,972223,Decreased,,0,32.5
1080,Knoxville,United States of America,North America,1,0,2019,5,5,3,3,65,4384810,0,23.37281222,0,187603,Increased,,0,32.5
1080,Salt Lake City,United States of America,North America,1,0,2019,5,5,3,3,65,4752386,0,23.69192038,0,200591,Stayed the same,,0,32.5
1080,City of Melbourne,Australia,Southeast Asia and Oceania,1,0,2019,5,5,3,3,65,4678193,0,26.14172837,0,178955,Decreased,,0,32.5
1080,Busbanza,Colombia,Latin America,1,0,2019,5,5,3,3,65,5822290,0,5036.583045,0,1156,This is our first year of calculation,,0,32.5
1080,Orlando,United States of America,North America,1,0,2019,5,5,1,3,65,6994170,0,24.33245663,0,287442,Decreased,,0,32.5
1096,Sonderborg,Denmark,Europe,1,0,2015,3,0,0,3,30,1806679,3,24.26831529,0,74446,Not able to calculate,,30,30
1097,Kaohsiung,Taiwan/ Greater China,East Asia,1,0,2018,3,3,7,5,55,36056822,0,13.0018924,0,2773198,Increased,,0,27.5
1097,Chihuahua,Mexico,Latin America,1,0,2015,3,3,7,5,55,14330261,0,15.13386947,0,946900,Decreased,,0,27.5
1097,Yilan County,Taiwan/ Greater China,East Asia,1,0,2016,3,3,7,5,55,8691225,0,19.09231999,0,455221,Decreased,,0,27.5
1097,Washington DC,United States of America,North America,1,0,2018,3,5,3,3,55,7270052,0,10.36288681,0,701547,Decreased,,0,27.5
1097,Denver,United States of America,North America,1,0,2018,3,5,3,3,55,8238021,0,11.49771526,0,716492,Decreased,,0,27.5
1097,Chicago,United States of America,North America,1,0,2015,3,5,3,3,55,32651379,0,12.06631611,0,2705994,Decreased,,0,27.5
1097,Baltimore,United States of America,North America,1,0,2017,3,5,3,3,55,7230859,0,12.18362399,0,593490,Increased,,0,27.5
1097,Halifax,Canada,North America,1,0,2016,3,5,3,3,55,5351364,0,12.68279064,0,421939,Decreased,,0,27.5
1097,Hamilton,Canada,North America,1,0,2018,3,5,3,3,55,8167864,0,14.26514256,0,572575,Increased,,0,27.5
1097,Detroit,United States of America,North America,1,0,2012,3,5,3,3,55,10329322,0,15.34580392,0,673104,Not able to calculate,,0,27.5
1097,Pittsburgh,United States of America,North America,1,0,2018,3,5,3,3,55,4851452,0,16.11521086,0,301048,Not able to calculate,,0,27.5
1097,Nashville,United States of America,North America,1,0,2017,3,5,3,3,55,13461292,0,19.436247,0,692587,Decreased,,0,27.5
1097,Cleveland,United States of America,North America,1,0,2018,3,5,3,3,55,7846700,0,20.44513579,0,383793,Increased,,0,27.5
1097,Kansas City,United States of America,North America,1,0,2017,3,5,3,3,55,10593687,0,20.96937636,0,505198,Decreased,,0,27.5
1097,Memphis,United States of America,North America,1,0,2016,3,5,3,3,55,16061257,0,24.66890349,0,651073,Not able to calculate,,0,27.5
1097,Cincinnati,United States of America,North America,1,0,2015,3,5,3,3,55,7598473,0,25.11020307,0,302605,Decreased,,0,27.5
1097,Municipality of Tópaga,Colombia,Latin America,1,0,2018,3,5,3,3,55,10385660,0,2625.293225,0,3956,This is our first year of calculation,,0,27.5
1097,Broward,United States of America,North America,1,0,2018,3,5,1,3,55,25207288,0,13.13123049,0,1919644,Increased,,0,27.5
1097,Greensboro,United States of America,North America,1,0,2013,3,5,1,3,55,4467691,0,15.39404663,0,290222,Decreased,,0,27.5
1097,Las Vegas,United States of America,North America,1,0,2019,5,3,1,3,55,29657130,0,43.87337622,0,675971,Decreased,,0,27.5
1097,Nelson Mandela Bay ,South Africa,Africa,1,0,2014,3,5,0,3,55,12232310,0,10.61726477,0,1152115,Increased,,0,27.5
1097,District of Columbia,United States of America,North America,1,0,2013,3,5,0,3,55,7386407,0,10.98794903,0,672228,Increased,,0,27.5
1097,Tucson,United States of America,North America,1,0,2012,3,5,0,3,55,6659101,0,12.56801706,0,529845,Decreased,,0,27.5
1097,Atlanta,United States of America,North America,1,0,2016,3,5,0,3,55,7580504,0,16.8387541,0,450182,Not able to calculate,,0,27.5
1097,Nashville and Davidson ,United States of America,North America,1,0,2014,3,5,0,3,55,13461292,0,19.82841378,0,678889,Increased,,0,27.5
1122,Santiago,Chile,Latin America,1,0,2018,3,3,3,3,45,23173131,0,57.28904189,0,404495,Increased,,0,22.5
1122,Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,2018,3,3,1,3,45,16892757,0,29.99424183,0,563200,Decreased,,0,22.5
1122,Rotterdam,Netherlands,Europe,1,0,2018,3,3,1,3,45,34190633,0,53.57513464,0,638181,Decreased,,0,22.5
1122,Yilan ,Taiwan,Southeast Asia and Oceania,1,0,2013,3,3,0,3,45,8180557,0,17.83122667,0,458777,Stayed the same,,0,22.5
1122,Incheon ,South Korea,East Asia,1,0,2015,3,3,0,3,45,69794140,0,23.39350236,0,2983484,Increased,,0,22.5
